vendor_id,vendor_name,owner,address,postal_code,group,city,belgian_number,country,email,bank_country,currency,vat_number,iban,bic,bank_account_number,bank_code,company_entities,bank_name,payment_terms,description,norwegian_bankgiro_number
BE0447827533,Finance Sourcing Tourism,Sebastian Davis,Ontdekking Pad 28,3050,Suppliers,Bern,3258032764.0,Belgium,contact@music.ch,,CHF,BE-368.844.525 MWST,BE9176602086,RAIFCH22XXX,,,BE,,,,
BE0447827533,Mobility Creative Footwear,Maya Phillips,Technologie Pad 76,8952,Suppliers,Schlieren,3241950678.0,Belgium,info@sport-labs.de,,CHF,CHE-990.962.881,BE9176602086,UBSWCHZH80A,,,BE,,,,
BE0447827533,Logistics Culture Watches,Leo Lewis,Nijverheids Baan 32,8004,Suppliers,Zurich,3286702491.0,Belgium,info@sport-labs.de,,CHF,rkwivwc,BE6927160798,RAIFCH22E87,,,BE,,,,
CHE-105934790,Leisure TV Interiors,Hannah Wood,Laboratorium Straat 58,6371,Suppliers,Stans,3248710569.0,Belgium,contact@music.ch,,CHF,BE-435.573.427 MWST,BE0962768191,NIKACH22,,,BE,,,,
CHE-105934790,REKA Swiss Travel Kasse,,Neuengasse 16,CH-3001,Suppliers,Postfach,,Switzerland,contact@contcept.ch,,CHF,CHE-106934791,CH4130700110003142682,CRESCHZZ80A,,,CH,Alliance Federal Bank,Net 30,,
CHE443545563,JobCloud Solutions AG,,Albisriederstrasse 254,8047,Suppliers,Zürich,,Switzerland,contact@contcept.ch,,CHF,CHE443545564,CH6030000001300054008,CRESCHZZ80A,,,CH,Meridian Trust Bank,Net 15,,
CHE443545563,Hospitality Film Furniture,Samuel Butler,Onderzoek Steeg 45,8700,Suppliers,Küsnacht,3286071425.0,Belgium,contact@music.ch,,CHF,BE-161.372.101 MWST,BE9176602086,CRESCHZZ80A,,,BE,,,,
ESA28017895,EL CORTES INGLÉS,,Dom. Xochimilco,28009,Suppliers,Sevilla,,Spain,,,,WQZ48917542,DK4220005905827564,,,,ES,Bayside Credit Union,,,
ESA28017895,EL CORTES INGLÉS,,Dom. Xochimilco,28009,Suppliers,Sevilla,,Spain,,,,WQZ48917542,AT732011140338268501,,,,ES,Bayside Credit Union,,,
ESB62505524,DEGITARU DIGITAL S.L.,,"C/ San Ignacio, Nº 98, Escalera 2, 1º Izquierda",33348,Suppliers,Madrid,,Spain,,Spain,EUR,ESB62505524,ES7400815207330001192424,CAIXESBB,,,ES,Colonial Reserve Bank,,,
ESB62505524,BOVE MONTERO & ASOCIADOS,,"C/ Aragonés, 29",33348,Suppliers,Gijón,,Spain,,Spain,EUR,ESB62505524,ES7521008849182200035622,CAIXESBB,,,ES,Colonial Reserve Bank,,,
ESB62591359,"A-NOVO CONNECT ESPAÑA, S.L.",,"Calle de la Paz, 3",8799,Suppliers,Albacete,,Spain,,Spain,EUR,UKA42687510,ES1201821304110201566771,BSCHESMM,,,ES,Sierra Mutual Bank,,,
ESB62591359,"4 IN PRODUCTIONS, S.L.",,"Mare de Deu del Pilar, 67-71",8799,Suppliers,Albacete,,Spain,,Spain,EUR,UKA42687510,ES1200751296590606651116,BSCHESMM,,,ES,Mariner Financial,,,
ESB65130643,Israel Hernández Rodríguez,,"La Calle Real, Madrid, Spain",28002,Suppliers,Madrid,,Spain,,Spain,EUR,ESB65130643,ES9101826058250201600988,BOFAES2,,,ES,Guardian Credit Union,,,
ESB65130643,Israel Hernández Rodríguez,,"Plaza de la Concha, 1ª Planta",28002,Suppliers,Madrid,,Spain,,Spain,EUR,ESB65130643,ES9101826058250201600988,BOFAES2,,,ES,Evergreen Federal Bank,,,
ESB66484577,PHD MEDIA ESPAÑA,,"C. del Maestro Serrano, 3",8002,Suppliers,Córdoba,,Spain,,Spain,EUR,X20475983,ES3521003555902201001637,CITIESM,,,ES,Union Reserve Bank,,,
ESB66484577,PHD MEDIA ESPAÑA,,"C. del Maestro Serrano, 3",8002,Suppliers,Córdoba,,Spain,,Spain,EUR,W72859406A,ES3521003555902201001637,CITIESM,,,ES,Heritage Federal Bank,,,
ESB78187952,Goiko Gourmet Chain S.L.,,"Plaza del Mar, 12",28026,Suppliers,Lisbon,,Spain,,Spain,EUR,ESB78187952,ES7700302019910297752274,CAIXESBB,,,ES,People's Savings Bank,,,
ESB78187952,ECOEMBALAJES ESPAÑA S.A.,,"Avda. Juan XXIII, Nº 10, 7D",28026,Suppliers,Madrid,,Spain,,Spain,EUR,ESB78187952,ES7621005986350200049949,CAIXESBB,,,ES,True North Bank,,,
ESB84555317,Cafe Store Solutions,,"Calle Felipe del Valle, 27, Portal 4, 7C",28033,Suppliers,Madrid,,Spain,,Spain,EUR,F12867240L,ES3200810050120001545761,BSABESBB,,,ES,People's Savings Bank,,,
ESB84555317,BIOCOP BIOLÓGICOS S.A.,,"Calle Felipe del Valle, 27, Portal 4, 7C",28033,Suppliers,Madrid,,Spain,,Spain,EUR,F12867240L,ES3200810050120001545761,BSABESBB,,,ES,Phoenix Bank Group,,,
ESB87396818,CESTALIA.NET,,"Calle Cristóbal Colón, 86-88, Planta 1ª",8008,Suppliers,Granada,,Spain,,Spain,EUR,C98172345,ES0821000814010201168919,BASKES2B,,,ES,Prime Bank Group,,,
ESB87396818,CESTALIA.NET,,"Av. del Parque, Nº 89, 6",8008,Suppliers,Granada,,Spain,,Spain,EUR,C98172345,ES1021008668240200020978,BASKES2B,,,ES,Prime Bank Group,,,
ESG28009116,2b-Tube Studios Media SL,,"C\ Médico Rodríguez, 18 bajo 2",28014,Suppliers,San Sebastián,,Spain,,Spain,EUR,ESG28009116,ES6530350175881750733950,CAIXESBB,,,ES,Summit Financial Trust,,,
ESG28009116,AECOC / Asociación Española Codificación Comercial,,"C\ Médico Rodríguez, 18 bajo 2",28014,Suppliers,Vigo,,Spain,,Spain,EUR,ESG28009116,ES6421000496391300856302,CAIXESBB,,,ES,Apex Community Bank,,,
ESG64030158,Cafe Store Solutions,,"Plaza de la Luna, 22",8002,Suppliers,Madrid,,Spain,,Spain,EUR,T18352874,ES3015447889766650560161,BSABESBB,,,ES,People's Savings Bank,,,
ESG64030158,CloudWork Studios,,"Plaza de la Luna, 22",8002,Suppliers,San Sebastián,,Spain,,Spain,EUR,T18352874,ES3015447889766650560161,BSABESBB,,,ES,True North Bank,,,
ESW0068301A,Deloitte Spain Consulting,,La Costa Verde Fundación,28046,Suppliers,Madrid,,Spain,,Spain,EUR,ESW0068301A,ES9400493002552114431342,BOFAES2,,,ES,Genesis National Bank,,,
ESW0068301A,Deloitte Spain Consulting,,La Costa Verde Fundación,28046,Suppliers,Madrid,,Spain,,Spain,EUR,ESW0068301A,ES9400493002552114431342,BOFAES2,,,ES,Alliance Federal Bank,,,
FR61642033187,Antonio Miguel Soriano Consulting,,108 RUE LAMARCK,75018,Suppliers,PARIS,,France,,France,EUR,FR61642033187,ES9601828104510201521865,CAIXESBB,,,ES,Blue Ridge Bank,,,
FR61642033187,Kaizen Team Building Solutions S.L.,,108 RUE LAMARCK,75018,Suppliers,PARIS,,France,,France,EUR,FR61642033187,ES9601287704810100036347,CAIXESBB,,,ES,Apex Community Bank,,,
FR86818353070,ALAN S.A.,,117 Rue de la Paix,75010,Suppliers,Rome,,France,,,,IT77823650981,DK4220005905827564,,,,ES,Summit Financial Trust,,,
FR86818353070,ALAN S.A.,,117 Rue de la Paix,75010,Suppliers,Rome,,France,,,,IT77823650981,ES0300490007232611932301,,,,ES,Summit Financial Trust,,,
G08557985,Veracontent Group,,"C/ Sierra, 33",8017,Suppliers,Madrid,,Spain,,Spain,EUR,G08557985,ES5900491806902211869812,BBVAESMM,,,ES,Highland Savings Bank,,,
G08557985,MOMENTOS DE BUEN CAFE S.L.,,"Calle del Río, 2, 3ª Planta",8017,Suppliers,Vigo,,Spain,,Spain,EUR,G08557985,ES5800811389730001275437,BBVAESMM,,,ES,Highland Savings Bank,,,
G17808247,VISUAL WAGON MEDIA S.L.,,"Grant Tower, 56-60 John Street, 3rd Floor",17811,Suppliers,Girona,,Spain,,Spain,EUR,G17808247,ES9421006098901300217464,CAIXESBB,,,ES,Alliance Federal Bank,,,
G17808247,INSTITUTE OF NETWORKING & KNOWLEDGE,,108 Rue de la Liberté,17811,Suppliers,Girona,,Spain,,Spain,EUR,G17808247,ES9414850001030035639020,CAIXESBB,,,ES,Alliance Federal Bank,,,
G63059521,MALVÓN STAR PRODUCTIONS SL,,"C/ San Vicente, 2",8480,Suppliers,Murcia,,Spain,,Spain,EUR,S83634720B,ES5000491820682810564537,BSCHESMM,,,ES,Epic Financial Group,,,
G63059521,Lab Media and Communication Group SL,,"Calle Corregidor, 41",8480,Suppliers,Córdoba,,Spain,,Spain,EUR,N24754892Z,ES5000730100540548681612,BSCHESMM,,,ES,People's Savings Bank,,,
G79852257,TASTY POKE FOOD CORPORATION SL,,"C/ Torre de Hércules, 13",28903,Suppliers,Gijón,,Spain,,Spain,EUR,M84169023,ES3714650100962046485235,CITIESM,,,ES,Progressive Trust Bank,,,
G79852257,TASTY POKE FOOD CORPORATION SL,,"Calle Joaquín Costa, 5, 4º-B",28903,Suppliers,Gijón,,Spain,,Spain,EUR,M84169023,ES3714650100962046485235,CITIESM,,,ES,Progressive Trust Bank,,,
G88503065,FUNDACIÓN PUEBLO SOLIDARIO,,"C/ Camino de la Raza, 5, Las Rozas",28017,Suppliers,Barcelona,,Spain,,Spain,EUR,H91347521Y,ES5600730100570505943739,BBVAESMM,,,ES,Mariner Financial,,,
G88503065,FUNDACIÓN PUEBLO SOLIDARIO,,"Calle del Rey, Nº 15, Local 3",28017,Suppliers,Barcelona,,Spain,,Spain,EUR,H91347521Y,ES5600730100570505943739,BBVAESMM,,,ES,Union Reserve Bank,,,
GB116636714,Antonio Miguel Soriano Consulting,,"Grant House, 56-60 John Street, 3rd Floor",EC1M 4HG,Suppliers,London,,UnitedKingdom,,UnitedKingdom,GBP,GB116636714,ES9601828104510201521865,SVBKGB2L,,,ES,Blue Ridge Bank,,,
GB116636714,EDICIONES YESTUDIOS S.L.,,"Grant House, 56-60 John Street, 3rd Floor",EC1M 4HG,Suppliers,London,,UnitedKingdom,,UnitedKingdom,GBP,GB116636714,ES9701497101420303149004,SVBKGB2L,,,ES,Prime Federal Bank,,,
KANTON ZURICH,Entertainment Events Construction,Joseph Stewart,Proeftuin Weg 92,8047,Suppliers,Zürich,3219584062.0,Belgium,contact@music.ch,,CHF,BE-400.158.414 MWST,BE6927160798,CRESCHZZ80A,,,BE,,,,
KANTON ZURICH,Cantonal Zurich Tax Office,,"Bändliweg 22, 8091",8090,Suppliers,Zürich,,Switzerland,contact@contcept.ch,,CHF,Cantonal Zurich Tax Office,CH973000522810925900D,ZKBKCHZZ80A,,,CH,Grand Savings,Net 45,,
V78652203,PELAYO GARCÍA PÉREZ,,"Calle Gran Vía, 26, 3º",28014,Suppliers,Alicante,,Spain,,Spain,EUR,Q67452180,ES1701280734710100078202,BSCHESMM,,,ES,Grand Savings,,,
V78652203,PELAYO GARCÍA PÉREZ,,"C/ Badajoz, 3",28014,Suppliers,Barcelona,,Spain,,Spain,EUR,Q67452180,ES1701822329940201583532,BSCHESMM,,,ES,Grand Savings,,,
Y5616515K,FUNDACIÓN UNIVERSITARIA UC3,,"C/ Mandarín, 10",28028,Suppliers,Valencia,,Spain,,Spain,EUR,A64273612B,ES4201280360620100061294,BSCHESMM,,,ES,Genesis National Bank,,,
Y5616515K,MINERVA PRADILLO MINGUEZ CONSULTING,,"Pasaje Bolívar, 18, Piso 1, 3-4, Madrid, España",28028,Suppliers,Madrid,,Spain,,Spain,EUR,P34679509,ES4201289454750100026743,BSCHESMM,,,ES,Genesis National Bank,,,
